Agent,Market,Difference,Strategy Wins (%)
0.9946756125886026,1.0000000000000009,-0.00532438741139829,
0.7414071987402288,1.0652088368665298,-0.32380163812630103,
0.8620832825135977,0.9988167746644651,-0.1367334921508674,
1.0654574331053603,0.8448748043818471,0.2205826287235132,
1.0064675605674622,1.1622005232396617,-0.1557329626721995,
0.9873687789732127,1.0437009305808103,-0.056332151607597525,
0.8505577270493885,0.8406153846153838,0.009942342434004714,
0.9673207891769253,0.9545208379489437,0.01279995122798161,
0.9676143222357556,1.0846126674786851,-0.11699834524292951,
0.9357888349615502,1.0601915184678543,-0.12440268350630412,
0.9305842970680939,0.9795419847328237,-0.048957687664729854,
1.2189616815250324,0.9708939001964474,0.24806778132858498,
0.7397297440529035,0.8789481358065668,-0.13921839175366335,
0.972290983070412,1.1960748654832314,-0.22378388241281943,
1.141754786613645,1.1612801424634684,-0.0195253558498234,
1.0394444259021416,1.074376012965965,-0.03493158706382338,
0.9528420550114604,1.0941872369468773,-0.1413451819354169,
0.9983068179767235,0.9898710423898179,0.008435775586905558,
1.0662134055088945,0.8686736991821745,0.19753970632672002,
0.9656412463520925,1.1480596753729702,-0.18241842902087768,
0.9115651424268443,1.2532775721891283,-0.341712429762284,
0.9716751650011952,0.9839648707321892,-0.012289705730993972,
0.8997604673094038,0.9263382419208109,-0.02657777461140709,
0.9548443761510716,1.102753363990173,-0.14790898783910134,
0.9771651760326094,0.9881991349089118,-0.011033958876302319,
0.9990424395773861,1.072501304315421,-0.07345886473803487,
1.07728377158613,0.9528650341907781,0.12441873739535203,
0.9367617053602008,1.3435867672663961,-0.4068250619061954,
1.0173022331968309,0.9460649422124375,0.07123729098439335,
0.9706971608871489,0.9870373875598495,-0.01634022667270063,
1.0116585675706296,1.0941199165249103,-0.0824613489542807,
1.0058232122259634,1.057864115025235,-0.05204090279927165,
0.9902104533065301,0.9505134326096009,0.039697020696929264,
1.1631639232285051,1.0717240540211692,0.09143986920733593,
1.0503740475346697,0.8802284894719262,0.17014555806274345,
0.9669451871666906,0.9419458319106667,0.024999355256023925,
0.9006498321118593,0.8147655470568675,0.0858842850549918,
0.956229342594794,1.0828508264027785,-0.12662148380798455,
1.0827079267530917,1.1024800987899184,-0.019772172036826685,
0.9863240879640954,0.9130918546537956,0.07323223331029982,
0.8921858362459066,1.0916518337112115,-0.1994659974653049,
0.9906472305090042,0.9955383955383951,-0.004891165029390909,
0.9963379536604816,1.1114468950106573,-0.11510894135017569,
1.0265857092828676,1.0393662986077776,-0.012780589324909997,
1.089601537044341,0.8997272050921721,0.18987433195216896,
0.9587534760318346,1.0349767853194796,-0.07622330928764498,
0.9217909869282738,1.0317843478260873,-0.10999336089781353,
0.9308967880384771,1.0844676831274553,-0.15357089508897825,
1.0135258433121779,1.0379234788471259,-0.024397635534948003,
1.0108474720545686,1.0113161034839966,-0.0004686314294279903,
0.8638709782335293,0.8930524434203233,-0.029181465186793987,
1.035295816570761,1.1523373007072266,-0.11704148413646553,
1.0454098535429737,1.074117647058823,-0.02870779351584929,
0.9854507759215855,1.1518675047450633,-0.1664167288234778,
1.0316465816542995,0.7269611656016435,0.304685416052656,
0.8894779261630996,1.0186232703855198,-0.1291453442224202,
0.9858854777168344,1.0483727288086144,-0.062487251091779994,
0.7496962168745764,1.4343595920869712,-0.6846633752123947,
0.9248013205126152,0.8518958964526345,0.07290542405998068,
1.0159330881393582,1.206862745098038,-0.1909296569586798,
1.0207493681703004,1.1249732440448892,-0.10422387587458881,
0.9592441219302669,1.064105848120354,-0.10486172619008716,
1.0265770161389876,1.0893130550168426,-0.06273603887785506,
0.9835065652430266,1.0621931260229147,-0.07868656077988812,
1.0312127195701601,0.9550977092439461,0.07611501032621404,
1.011404396737508,1.0188753592731103,-0.007470962535602421,
0.876355929543245,1.1079881656804738,-0.23163223613722872,
0.9243812032180504,0.8858678955453149,0.03851330767273553,
1.0176068521605026,1.1099456736394193,-0.0923388214789167,
0.928135315043619,0.9939668174962295,-0.06583150245261049,
0.9598934056061268,0.9796655518394658,-0.019772146233339005,
1.0150267618960038,1.076674227494143,-0.06164746559813916,
0.9127224097497789,0.7803900307877393,0.13233237896203964,
1.0356298613695285,1.1435082970835186,-0.10787843571399014,
0.9379890924252484,0.9085677013390636,0.0294213910861848,
0.7590797558857972,0.9211258841015121,-0.16204612821571485,
1.0855197489808404,1.409646302250804,-0.32412655326996354,
0.9791491575974348,1.035902679339111,-0.05675352174167625,
0.9622050035349053,0.9366746607571114,0.02553034277779398,
1.0183533542242647,1.1317449194113511,-0.11339156518708648,
1.002372600264401,1.00903891857695,-0.006666318312549047,
1.0233425415682784,0.991499013161481,0.03184352840679738,
0.8192758404762419,0.8782809138407964,-0.05900507336455452,
0.946564163445636,0.9991305076578173,-0.052566344212181315,
0.9093204224888046,1.1087484195245307,-0.1994279970357261,
0.9256448886544926,1.0842799560278507,-0.15863506737335809,
0.9213990438830829,0.9919039037998371,-0.07050485991675415,
1.0266596423767327,0.9862592357689205,0.04040040660781219,
0.9468881689639147,0.9800759013282737,-0.03318773236435901,
0.9534613153963227,0.9409982878967464,0.012463027499576285,
0.8813908817901,1.1056828505097418,-0.22429196871964185,
0.9944651212318364,0.9730463766923177,0.02141874453951864,
1.02516665142455,0.9731641172810248,0.05200253414352529,
0.9737811906980566,1.070956256358087,-0.09717506566003042,
1.0311564947006007,0.9833889924968544,0.04776750220374626,
0.8213344845629922,0.8764799218845347,-0.055145437321542534,
1.0412339125606087,1.0388103458459286,0.0024235667146801365,
