1780 | 10:14:52 | Agent:   4.2% ( 10.5%) | Market:   2.6% (  2.8%) | Wins: 45.0% | eps:  0.000
1790 | 10:23:55 | Agent:   3.5% (  0.9%) | Market:   2.7% ( -0.4%) | Wins: 45.0% | eps:  0.000
1800 | 10:32:59 | Agent:   3.1% ( -1.6%) | Market:   1.5% ( -3.1%) | Wins: 45.0% | eps:  0.000
1810 | 10:42:02 | Agent:   2.3% (  1.2%) | Market:   1.5% (  3.0%) | Wins: 46.0% | eps:  0.000
1820 | 10:51:04 | Agent:   2.1% ( -1.4%) | Market:   1.3% (  0.3%) | Wins: 46.0% | eps:  0.000
1830 | 11:00:07 | Agent:   2.0% (  0.2%) | Market:   1.9% ( 10.8%) | Wins: 45.0% | eps:  0.000
1840 | 11:09:14 | Agent:   1.8% (  0.6%) | Market:   2.2% (  2.8%) | Wins: 45.0% | eps:  0.000
1850 | 11:18:18 | Agent:   2.9% ( 13.2%) | Market:   1.7% ( -0.5%) | Wins: 50.0% | eps:  0.000
1860 | 11:27:45 | Agent:   2.8% (  3.3%) | Market:   3.1% ( 12.8%) | Wins: 47.0% | eps:  0.000
1870 | 11:36:29 | Agent:   3.4% (  6.6%) | Market:   3.0% (  1.2%) | Wins: 46.0% | eps:  0.000
1880 | 11:45:15 | Agent:   2.8% (  5.0%) | Market:   3.2% (  4.8%) | Wins: 47.0% | eps:  0.000
1890 | 11:54:10 | Agent:   2.8% (  0.3%) | Market:   3.4% (  2.3%) | Wins: 44.0% | eps:  0.000
1900 | 12:02:52 | Agent:   4.7% ( 18.4%) | Market:   4.1% (  3.7%) | Wins: 47.0% | eps:  0.000
1910 | 00:08:45 | Agent:   5.0% (  3.6%) | Market:   3.8% ( -0.7%) | Wins: 48.0% | eps:  0.000
1920 | 00:17:46 | Agent:   5.6% (  4.5%) | Market:   4.4% (  6.8%) | Wins: 48.0% | eps:  0.000
1930 | 00:26:56 | Agent:   6.4% (  8.7%) | Market:   4.5% ( 12.0%) | Wins: 48.0% | eps:  0.000
1940 | 00:36:03 | Agent:   6.2% ( -1.3%) | Market:   4.2% ( -0.9%) | Wins: 48.0% | eps:  0.000
1950 | 00:45:02 | Agent:   5.5% (  6.2%) | Market:   4.2% (  0.4%) | Wins: 44.0% | eps:  0.000
1960 | 00:54:03 | Agent:   5.1% ( -1.1%) | Market:   2.9% ( -1.0%) | Wins: 44.0% | eps:  0.000
1970 | 01:03:03 | Agent:   5.2% (  7.3%) | Market:   3.1% (  3.1%) | Wins: 45.0% | eps:  0.000
1980 | 01:12:04 | Agent:   5.8% ( 11.0%) | Market:   2.9% (  3.1%) | Wins: 45.0% | eps:  0.000
1990 | 01:21:06 | Agent:   6.0% (  2.9%) | Market:   3.1% (  4.2%) | Wins: 45.0% | eps:  0.000
2000 | 01:30:09 | Agent:   6.0% ( 18.4%) | Market:   2.7% ( -0.0%) | Wins: 44.0% | eps:  0.000
2010 | 01:39:14 | Agent:   5.6% ( -0.2%) | Market:   2.7% ( -0.4%) | Wins: 41.0% | eps:  0.000
2020 | 01:48:18 | Agent:   5.7% (  5.0%) | Market:   2.1% ( -0.1%) | Wins: 42.0% | eps:  0.000
2030 | 01:57:24 | Agent:   5.1% (  3.0%) | Market:   1.4% (  5.8%) | Wins: 44.0% | eps:  0.000
2040 | 02:06:32 | Agent:   7.4% ( 21.1%) | Market:   1.3% ( -2.5%) | Wins: 48.0% | eps:  0.000
2050 | 02:15:41 | Agent:   8.1% ( 13.9%) | Market:   1.3% (  0.9%) | Wins: 48.0% | eps:  0.000
2060 | 02:24:50 | Agent:   8.9% (  6.9%) | Market:   2.1% (  6.8%) | Wins: 50.0% | eps:  0.000
2070 | 02:33:57 | Agent:   8.4% (  2.4%) | Market:   2.1% (  3.5%) | Wins: 50.0% | eps:  0.000
2080 | 02:43:05 | Agent:   7.9% (  6.1%) | Market:   2.6% (  7.5%) | Wins: 50.0% | eps:  0.000
2090 | 02:52:17 | Agent:   8.1% (  4.1%) | Market:   2.3% (  1.1%) | Wins: 53.0% | eps:  0.000
2100 | 03:01:25 | Agent:   6.7% (  5.1%) | Market:   2.8% (  5.0%) | Wins: 52.0% | eps:  0.000
2110 | 03:10:34 | Agent:   6.8% (  0.8%) | Market:   3.1% (  3.6%) | Wins: 53.0% | eps:  0.000
2120 | 03:19:42 | Agent:   6.7% (  4.0%) | Market:   3.2% (  0.8%) | Wins: 54.0% | eps:  0.000
2130 | 03:28:53 | Agent:   6.7% (  2.9%) | Market:   2.9% (  2.6%) | Wins: 55.0% | eps:  0.000
2140 | 03:38:06 | Agent:   5.6% ( 10.2%) | Market:   3.5% (  3.8%) | Wins: 52.0% | eps:  0.000
2150 | 03:47:15 | Agent:   4.8% (  5.8%) | Market:   3.1% ( -3.3%) | Wins: 54.0% | eps:  0.000
2160 | 03:56:28 | Agent:   5.0% (  8.3%) | Market:   3.6% ( 11.4%) | Wins: 52.0% | eps:  0.000
2170 | 04:05:38 | Agent:   5.2% (  5.2%) | Market:   3.1% ( -1.8%) | Wins: 54.0% | eps:  0.000
2180 | 04:14:47 | Agent:   4.8% (  1.8%) | Market:   2.6% (  2.5%) | Wins: 54.0% | eps:  0.000
2190 | 04:23:60 | Agent:   5.1% (  7.5%) | Market:   3.0% (  5.3%) | Wins: 53.0% | eps:  0.000
